number_of_trucks,number_of_loaders,unload_points,external_scale_load,road_delay_percent,total_trips,total_tons,average_cycle_time,avg_travel_time,avg_road_delay_time,avg_wait_tare,avg_wait_loader,avg_wait_gross,avg_wait_unload,max_wait_tare,max_wait_loader,max_wait_gross,max_wait_unload,loader_utilization,scale_internal_utilization,scale_utilization,unload_utilization,bottleneck
4,1,3,0,15,70,1924.6,61.0,22.76,1.54,2.17,4.63,0.14,2.76,59.2,62.7,2.5,60.0,44.95,30.0,30.0,21.96,loader
5,1,3,0,15,87,2392.2,61.7,23.43,1.67,1.79,2.84,1.98,3.26,60.0,62.1,62.8,60.0,56.53,37.29,37.29,27.0,loader
6,1,3,0,15,104,2860.7,61.9,22.77,1.73,2.94,3.62,0.2,3.94,57.7,63.2,5.5,60.0,66.71,44.38,44.38,32.44,loader
7,1,3,0,15,116,3191.3,64.3,23.09,1.6,3.43,5.1,1.02,3.25,55.8,60.0,60.0,60.0,76.44,50.62,50.62,36.33,loader
8,1,3,0,15,132,3631.9,65.5,22.96,1.47,2.98,6.37,0.7,3.83,59.3,63.9,17.4,60.0,86.26,56.88,56.88,41.78,loader
9,1,3,0,15,138,3798.9,71.6,23.01,1.77,3.33,11.94,0.93,3.84,54.3,70.4,15.7,60.0,89.28,59.79,59.79,43.72,loader
10,1,3,0,15,138,3792.6,81.6,22.88,1.56,3.93,21.2,1.22,3.86,61.7,81.2,60.0,60.0,89.15,59.79,59.79,43.67,loader
11,1,3,0,15,138,3799.9,91.3,22.86,1.5,4.99,30.09,1.77,3.02,60.0,87.0,62.3,60.0,89.54,60.21,60.21,43.81,loader
12,1,3,0,15,140,3846.4,99.4,22.87,1.59,4.19,39.56,1.03,3.35,54.4,97.7,24.7,60.0,90.02,61.25,61.25,44.47,loader
13,1,3,0,15,139,3823.0,110.2,23.02,1.67,4.4,49.18,1.69,3.45,60.0,105.5,60.0,60.0,89.87,60.83,60.83,43.87,loader
14,1,3,0,15,136,3738.8,121.9,23.24,1.64,4.48,60.0,1.55,3.94,59.7,118.2,59.6,60.0,90.12,59.79,59.79,43.1,loader
15,1,3,0,15,140,3854.0,128.4,22.96,1.65,5.25,66.57,1.7,3.61,60.0,125.6,60.9,60.0,89.77,61.88,61.88,43.34,loader
16,1,3,0,15,138,3794.8,139.9,23.63,1.74,5.2,76.72,1.41,4.36,57.7,138.1,35.2,60.0,89.61,61.04,61.04,43.36,loader
17,1,3,0,15,139,3818.2,148.0,22.93,1.44,5.97,85.01,1.7,3.9,60.0,143.5,38.6,60.0,89.75,61.67,61.67,43.58,loader
18,1,3,0,15,138,3800.5,157.4,23.28,1.54,6.09,94.4,1.87,3.38,60.0,153.8,41.9,60.0,89.74,61.88,61.88,43.49,loader
19,1,3,0,15,138,3790.0,166.7,23.24,1.68,6.83,102.33,2.03,3.67,60.8,158.1,44.8,60.0,89.74,62.08,62.08,44.07,loader
20,1,3,0,15,139,3824.4,175.5,22.86,1.54,7.22,110.42,2.42,4.16,60.7,168.6,47.4,60.0,89.77,62.29,62.29,43.47,loader
4,1,3,0,30,68,1870.7,63.5,24.77,3.12,3.06,2.55,0.36,4.27,57.4,18.5,4.8,60.0,43.56,29.17,29.17,21.26,loader
5,1,3,0,30,84,2312.9,64.0,24.82,3.28,4.01,3.28,0.59,2.91,59.7,59.6,4.8,60.0,54.99,36.46,36.46,26.37,loader
6,1,3,0,30,100,2747.3,64.2,24.65,3.08,3.14,3.53,0.4,3.84,56.5,60.0,6.1,60.0,64.67,43.33,43.33,31.97,loader
7,1,3,0,30,115,3163.6,65.7,24.63,3.16,3.08,5.17,0.49,3.75,57.8,70.2,8.5,60.0,74.85,49.79,49.79,36.43,loader
8,1,3,0,30,128,3520.4,67.9,24.48,3.04,3.72,6.52,1.14,3.6,61.6,60.2,60.0,60.0,82.01,55.42,55.42,40.36,loader
9,1,3,0,30,137,3765.0,71.9,24.38,2.92,3.34,10.99,0.9,3.86,59.0,72.0,14.4,60.0,89.17,59.58,59.58,43.35,loader
10,1,3,0,30,138,3803.4,81.9,24.8,3.41,5.14,19.06,0.8,3.67,62.6,78.5,17.2,60.0,89.38,59.79,59.79,43.02,loader
11,1,3,0,30,138,3790.7,91.2,24.89,3.2,4.08,29.16,1.03,3.67,62.4,90.3,21.8,60.0,89.83,60.42,60.42,43.16,loader
12,1,3,0,30,138,3801.6,100.6,24.37,3.13,4.2,38.06,1.97,3.51,63.4,94.7,62.6,60.0,89.58,60.83,60.83,43.72,loader
13,1,3,0,30,139,3821.1,110.4,24.76,3.09,5.26,46.73,1.75,3.34,62.4,104.5,62.6,60.0,90.04,60.62,60.62,43.68,loader
14,1,3,0,30,138,3790.5,120.6,24.41,3.08,5.54,57.19,1.23,3.79,60.0,116.4,30.4,60.0,89.58,60.62,60.62,43.34,loader
15,1,3,0,30,139,3824.5,129.1,24.32,3.12,4.73,65.94,1.46,4.27,61.7,126.1,33.9,60.0,89.93,61.46,61.46,43.51,loader
16,1,3,0,30,138,3794.0,139.6,25.18,3.32,6.02,73.97,2.04,3.97,62.8,134.8,59.4,60.0,89.64,61.25,61.25,43.08,loader
17,1,3,0,30,137,3766.5,149.3,24.92,3.11,6.24,83.83,2.1,3.69,60.0,145.3,60.0,60.0,89.76,61.25,61.25,43.34,loader
18,1,3,0,30,138,3789.9,158.1,24.18,2.93,6.42,93.02,2.57,3.54,59.3,151.8,60.7,60.0,89.53,61.46,61.46,43.09,loader
19,1,3,0,30,139,3826.9,166.0,24.71,3.32,6.97,99.58,3.17,3.24,60.5,160.6,61.2,60.0,89.88,62.5,62.5,43.75,loader
20,1,3,0,30,137,3768.7,177.8,24.73,3.18,7.45,110.11,2.78,4.23,62.6,170.4,60.0,60.0,89.98,61.88,61.88,42.94,loader
4,2,1,0,0,71,1947.4,59.5,21.63,0.0,3.22,0.91,0.37,5.05,59.4,60.0,14.5,61.1,23.08,30.63,30.63,66.89,unload
5,2,1,0,0,85,2338.4,62.8,21.24,0.0,2.5,1.56,0.46,8.66,52.5,60.0,3.5,65.8,27.0,36.88,36.88,80.67,unload
6,2,1,0,0,93,2556.9,70.9,21.65,0.0,2.56,1.64,0.83,15.85,51.7,60.0,6.8,77.3,30.23,40.21,40.21,87.77,unload
7,2,1,0,0,92,2519.2,86.8,21.67,0.0,4.05,1.66,0.87,30.05,59.1,60.0,8.3,86.9,30.12,40.21,40.21,87.19,unload
8,2,1,0,0,92,2529.1,101.2,21.46,0.0,3.46,1.86,1.97,44.06,52.1,60.0,62.8,98.2,30.61,40.62,40.62,86.81,unload
9,2,1,0,0,92,2533.1,116.3,21.45,0.0,4.11,1.95,2.4,57.85,56.4,60.0,62.2,116.5,31.04,41.04,41.04,87.14,unload
10,2,1,0,0,91,2506.1,131.2,21.23,0.0,4.07,2.18,2.57,72.68,53.7,60.0,60.3,126.3,30.99,41.25,41.25,86.17,unload
11,2,1,0,0,92,2531.8,144.6,21.11,0.0,4.46,1.63,2.39,86.66,61.2,60.0,21.4,143.5,31.56,41.88,41.88,86.53,unload
12,2,1,0,0,90,2475.5,161.5,21.22,0.0,5.5,2.48,2.93,100.95,58.8,60.0,24.3,155.3,31.18,41.88,41.88,85.69,unload
13,2,1,0,0,90,2475.2,175.9,21.41,0.0,5.48,1.81,4.12,114.56,62.6,59.4,60.0,178.9,31.34,42.29,42.29,85.57,unload
14,2,1,0,0,90,2476.8,189.7,21.61,0.0,6.23,2.33,4.46,126.59,62.8,60.0,60.0,189.6,31.91,42.71,42.71,85.3,unload
15,2,1,0,0,90,2473.1,205.0,21.8,0.0,6.29,3.09,4.19,141.04,57.3,60.0,33.3,204.4,32.32,42.71,42.71,85.69,unload
16,2,1,0,0,90,2476.6,218.1,21.55,0.0,7.04,3.38,5.11,152.59,56.7,60.0,35.9,220.9,32.11,43.12,43.12,85.12,unload
17,2,1,0,0,90,2481.1,233.0,21.14,0.0,7.16,3.65,5.8,166.79,58.3,60.0,38.9,232.0,32.54,43.54,43.54,85.22,unload
18,2,1,0,0,90,2478.8,245.8,21.5,0.0,8.18,3.21,7.16,177.28,60.2,60.0,59.1,244.9,33.09,43.96,43.96,85.27,unload
19,2,1,0,0,89,2442.6,259.6,21.6,0.0,8.52,3.45,7.53,190.09,60.8,60.0,45.4,247.8,33.42,44.38,44.38,83.97,unload
20,2,1,0,0,89,2449.0,274.8,21.47,0.0,9.47,3.99,8.16,203.24,60.3,60.0,48.1,277.3,33.4,44.79,44.79,84.03,unload
4,2,1,0,5,71,1954.1,59.9,22.05,0.54,2.9,0.3,0.05,5.89,58.3,15.0,2.3,62.6,22.76,30.21,30.21,68.62,unload
5,2,1,0,5,85,2340.2,62.6,21.77,0.52,3.53,0.29,1.93,6.66,60.0,15.0,61.2,62.6,27.97,36.88,36.88,79.72,unload
6,2,1,0,5,92,2529.9,71.5,21.53,0.57,2.54,1.65,1.63,15.62,52.1,60.0,60.8,74.2,30.18,40.21,40.21,87.15,unload
7,2,1,0,5,91,2503.9,87.0,22.19,0.58,3.9,1.8,1.05,29.57,58.1,60.0,8.9,86.9,30.17,40.21,40.21,86.36,unload
8,2,1,0,5,91,2502.3,101.7,21.62,0.51,3.67,1.72,2.14,43.9,57.4,60.0,60.9,100.9,30.95,40.62,40.62,86.6,unload
9,2,1,0,5,91,2506.0,117.0,22.42,0.54,4.57,1.26,1.33,58.91,62.0,60.0,15.0,115.1,30.56,40.83,40.83,86.4,unload
10,2,1,0,5,90,2474.9,133.0,21.92,0.55,5.09,1.3,2.1,73.91,62.9,60.0,18.3,127.7,30.82,41.04,41.04,86.12,unload
11,2,1,0,5,91,2499.1,145.6,22.2,0.47,5.14,2.08,2.63,85.02,58.6,60.0,21.4,144.0,31.34,41.67,41.67,86.03,unload
12,2,1,0,5,90,2473.2,161.7,22.45,0.59,5.08,1.64,3.48,100.53,62.5,59.5,60.0,182.5,31.23,41.88,41.88,85.5,unload
13,2,1,0,5,91,2499.4,174.3,22.08,0.52,5.79,2.74,3.22,112.0,57.5,60.0,26.8,181.8,31.84,42.29,42.29,85.88,unload
14,2,1,0,5,91,2503.7,187.7,21.6,0.49,5.95,3.04,3.65,124.95,52.7,60.0,29.3,189.6,32.49,43.12,43.12,85.72,unload
15,2,1,0,5,90,2477.7,204.8,22.04,0.55,6.68,2.49,5.07,140.07,61.7,60.0,60.0,206.0,31.71,42.71,42.71,85.39,unload
16,2,1,0,5,89,2454.3,219.8,22.15,0.51,7.45,1.95,5.92,153.69,61.9,22.0,63.0,214.7,32.13,42.92,42.92,85.11,unload
17,2,1,0,5,90,2480.5,231.1,22.33,0.57,7.58,3.57,6.01,163.0,54.7,60.0,39.9,224.1,33.23,43.96,43.96,84.74,unload
18,2,1,0,5,90,2474.9,246.5,22.25,0.57,8.56,2.31,7.48,177.53,62.8,22.4,60.0,247.0,32.98,43.96,43.96,84.84,unload
19,2,1,0,5,90,2472.5,258.4,22.34,0.54,7.62,4.08,7.59,188.44,54.0,60.0,45.7,265.3,33.23,44.58,44.58,84.42,unload
20,2,1,0,5,90,2475.9,272.1,21.64,0.53,9.57,3.95,8.67,199.94,60.0,60.0,61.7,277.0,33.8,44.79,44.79,84.38,unload
4,2,1,0,15,69,1895.4,61.4,23.32,1.6,2.27,1.17,0.13,5.89,56.1,60.0,2.7,66.2,22.36,30.0,30.0,66.19,unload
5,2,1,0,15,84,2305.9,64.1,23.45,1.69,3.28,0.3,1.82,6.62,61.3,15.0,60.0,63.5,27.11,36.25,36.25,80.35,unload
6,2,1,0,15,93,2561.0,71.0,23.24,1.65,2.48,1.69,2.05,13.22,52.4,60.0,62.9,70.9,30.25,40.21,40.21,86.49,unload
7,2,1,0,15,92,2533.0,87.0,23.32,1.63,3.96,1.72,1.22,28.31,55.3,60.0,9.9,86.0,30.16,40.21,40.21,87.08,unload
8,2,1,0,15,92,2530.2,101.6,23.22,1.64,4.0,1.86,1.28,42.77,55.1,60.0,12.7,101.4,30.72,40.62,40.62,87.1,unload
9,2,1,0,15,92,2532.7,116.1,22.95,1.6,3.67,1.94,2.42,56.72,53.6,60.0,60.9,111.0,30.53,41.04,41.04,86.9,unload
10,2,1,0,15,91,2502.1,131.9,22.49,1.52,4.15,1.55,3.07,72.03,60.0,59.8,61.7,131.8,31.01,41.04,41.04,86.71,unload
11,2,1,0,15,91,2503.3,145.8,23.0,1.44,5.11,1.68,3.0,84.54,62.3,60.0,60.0,140.5,31.27,41.46,41.46,86.19,unload
12,2,1,0,15,91,2498.5,159.5,23.31,1.56,5.46,1.85,3.39,97.11,60.0,60.0,62.5,154.3,31.57,42.08,42.08,85.85,unload
13,2,1,0,15,89,2451.2,177.6,23.79,1.72,5.11,2.72,4.13,113.32,54.6,60.0,62.2,187.2,30.98,41.88,41.88,85.22,unload
14,2,1,0,15,90,2472.4,189.8,22.88,1.59,6.14,2.25,4.09,125.9,61.8,60.0,30.5,194.4,32.31,42.71,42.71,85.15,unload
15,2,1,0,15,90,2472.0,204.9,22.41,1.52,6.21,2.96,4.61,140.22,55.9,60.0,32.2,206.9,32.18,42.71,42.71,85.27,unload
16,2,1,0,15,90,2473.9,217.8,22.89,1.51,7.42,1.97,5.64,151.42,61.6,21.8,59.9,212.6,32.5,43.12,43.12,85.23,unload
17,2,1,0,15,89,2448.0,233.1,23.29,1.69,7.68,3.48,5.97,164.09,53.3,60.0,39.1,227.6,33.06,43.54,43.54,84.67,unload
18,2,1,0,15,89,2450.1,247.4,23.21,1.62,8.46,2.53,6.64,178.17,61.9,25.5,42.7,243.2,32.68,43.96,43.96,84.16,unload
19,2,1,0,15,88,2418.6,264.9,23.41,1.6,8.7,3.41,8.26,192.55,60.0,60.0,61.6,263.3,32.75,43.54,43.54,84.35,unload
20,2,1,0,15,89,2447.9,273.8,23.46,1.84,9.5,4.37,8.67,199.29,57.7,60.0,48.5,269.5,33.83,44.79,44.79,83.81,unload
4,2,1,0,30,67,1846.3,64.2,24.78,3.4,3.16,1.2,1.19,5.54,60.9,60.0,59.9,63.8,21.6,28.96,28.96,62.81,unload
5,2,1,0,30,82,2253.5,65.8,25.44,3.35,2.46,0.87,1.44,7.37,53.4,60.0,60.0,61.8,26.96,35.62,35.62,76.37,unload
6,2,1,0,30,91,2503.2,72.8,24.78,3.47,3.78,1.05,1.35,13.33,61.7,60.0,60.0,70.0,29.6,39.38,39.38,86.67,unload
7,2,1,0,30,92,2537.9,86.0,24.56,2.99,3.32,1.78,1.03,26.93,53.9,60.0,8.8,87.1,30.75,40.62,40.62,86.4,unload
8,2,1,0,30,91,2501.2,102.2,24.87,3.47,3.61,1.67,1.39,42.03,57.9,60.0,12.7,98.8,30.44,40.42,40.42,86.78,unload
9,2,1,0,30,90,2474.6,118.1,24.62,3.22,4.64,0.7,1.52,58.04,62.4,15.0,15.0,114.0,30.38,40.62,40.62,86.12,unload
10,2,1,0,30,91,2499.1,131.8,25.13,3.56,4.26,1.92,2.61,69.43,56.1,60.0,60.4,121.8,30.92,41.04,41.04,86.26,unload
11,2,1,0,30,90,2471.5,147.8,24.35,3.09,4.5,1.77,2.83,85.73,60.9,60.0,60.0,144.9,30.73,41.25,41.25,86.04,unload
12,2,1,0,30,92,2531.2,159.2,25.02,3.42,5.49,1.11,3.43,95.77,61.7,17.9,60.0,154.4,31.72,42.29,42.29,86.44,unload
13,2,1,0,30,91,2501.7,175.3,24.38,2.94,5.38,1.89,3.93,111.21,59.5,60.0,62.4,187.3,32.07,42.29,42.29,85.95,unload
14,2,1,0,30,90,2476.7,191.6,24.42,3.09,5.86,2.0,4.68,126.11,60.3,60.0,59.7,199.5,31.8,42.29,42.29,85.57,unload
15,2,1,0,30,90,2480.1,203.8,25.13,3.34,6.79,2.43,5.18,135.88,60.0,60.0,62.6,201.6,32.08,42.71,42.71,84.76,unload
16,2,1,0,30,90,2474.9,218.9,25.33,3.65,7.15,3.26,4.96,149.72,57.7,60.0,36.1,209.6,32.15,43.12,43.12,85.28,unload
17,2,1,0,30,90,2473.6,232.3,24.46,2.86,7.12,3.13,6.28,162.8,60.0,60.0,61.6,235.2,33.1,43.54,43.54,84.93,unload
18,2,1,0,30,89,2446.1,248.0,24.91,3.05,8.7,2.85,7.67,175.42,62.6,60.0,60.0,239.5,32.45,43.54,43.54,84.5,unload
19,2,1,0,30,89,2445.0,260.7,25.09,3.48,9.13,2.96,8.02,187.15,60.6,27.2,60.8,254.1,32.93,44.38,44.38,84.05,unload
20,2,1,0,30,88,2421.8,276.5,25.01,3.33,8.97,4.42,8.55,201.1,57.0,60.0,47.8,273.4,33.19,44.38,44.38,83.51,unload
4,2,2,0,0,72,1976.6,58.7,21.51,0.0,3.54,1.82,2.19,1.14,61.2,60.0,62.3,52.8,23.16,30.63,30.63,34.31,unload
5,2,2,0,0,88,2423.1,60.0,21.76,0.0,4.69,2.31,1.34,1.41,58.1,60.0,60.0,15.0,28.55,37.92,37.92,42.35,unload
6,2,2,0,0,105,2886.4,60.6,21.74,0.0,2.71,0.95,0.72,6.09,60.2,59.2,5.3,66.8,34.0,45.0,45.0,49.75,unload
7,2,2,0,0,123,3384.9,60.3,21.45,0.0,3.63,1.85,0.78,4.28,60.0,60.0,9.8,63.1,39.02,52.92,52.92,57.95,unload
8,2,2,0,0,138,3794.0,61.8,21.47,0.0,4.16,0.87,2.04,4.82,63.9,60.0,61.3,60.0,44.62,59.58,59.58,65.15,unload
9,2,2,0,0,155,4254.4,61.9,21.59,0.0,3.47,1.23,1.2,5.97,62.8,60.0,15.9,62.3,50.36,66.67,66.67,72.65,unload
10,2,2,0,0,166,4559.2,65.1,21.66,0.0,4.78,1.37,1.82,6.99,61.1,60.0,18.3,62.6,54.0,71.46,71.46,77.85,unload
11,2,2,0,0,176,4834.3,68.0,21.71,0.0,4.42,1.66,2.67,8.96,61.9,60.0,59.8,67.8,57.17,76.25,76.25,83.88,unload
12,2,2,0,0,181,4977.3,73.3,21.04,0.0,5.55,1.79,3.89,12.56,61.6,60.0,63.0,75.9,59.24,78.33,78.33,85.56,unload
13,2,2,0,0,182,4997.2,80.4,21.28,0.0,5.26,1.39,3.65,20.32,63.0,60.0,60.0,83.0,59.64,79.17,79.17,85.95,unload
14,2,2,0,0,180,4948.4,89.2,21.51,0.0,5.61,1.88,4.11,27.57,61.0,60.0,60.1,89.3,58.64,78.54,78.54,85.95,unload
15,2,2,0,0,181,4985.6,95.7,21.46,0.0,6.3,1.65,4.91,32.96,63.1,60.0,62.4,97.2,60.09,79.79,79.79,85.18,unload
16,2,2,0,0,179,4925.0,104.3,21.47,0.0,6.25,2.58,4.46,41.01,58.5,60.0,36.3,104.1,59.66,79.58,79.58,84.78,unload
17,2,2,0,0,178,4893.8,112.6,21.83,0.0,6.59,1.86,4.9,48.94,62.3,60.0,59.4,108.1,59.87,79.58,79.58,84.75,unload
18,2,2,0,0,179,4923.2,119.5,21.32,0.0,6.8,2.35,5.72,54.84,62.7,60.0,63.5,115.9,60.48,80.21,80.21,84.39,unload
19,2,2,0,0,177,4866.7,128.3,21.43,0.0,6.79,2.31,6.01,63.14,62.8,60.0,65.6,126.2,60.33,79.79,79.79,84.52,unload
20,2,2,0,0,178,4888.2,135.4,21.58,0.0,7.13,3.11,5.82,69.31,59.4,60.0,48.4,126.3,59.88,80.42,80.42,84.45,unload
4,2,2,0,5,73,2011.1,57.7,22.24,0.6,3.54,0.92,1.12,1.5,56.8,60.0,59.4,42.3,23.17,31.25,31.25,34.24,unload
5,2,2,0,5,88,2422.7,60.3,22.4,0.5,3.25,1.54,1.21,3.29,58.6,60.0,60.0,60.0,28.28,37.71,37.71,41.9,unload
6,2,2,0,5,104,2864.5,60.9,22.15,0.52,3.47,1.36,1.3,4.15,60.0,60.0,60.4,64.9,33.83,45.21,45.21,49.51,unload
7,2,2,0,5,120,3303.7,61.8,22.08,0.52,3.61,1.4,1.08,5.16,60.0,60.0,9.4,63.7,39.52,52.29,52.29,57.04,unload
8,2,2,0,5,137,3770.1,62.2,21.94,0.55,3.83,1.3,1.18,5.32,60.0,60.0,15.0,64.3,44.93,59.38,59.38,64.9,unload
9,2,2,0,5,152,4184.1,63.3,22.11,0.56,4.08,1.25,1.4,5.97,62.9,60.0,14.7,62.6,49.64,65.83,65.83,72.03,unload
10,2,2,0,5,166,4562.2,65.0,22.07,0.5,4.2,1.37,1.96,6.88,62.4,60.0,59.5,60.8,53.7,71.46,71.46,79.17,unload
11,2,2,0,5,175,4811.8,68.5,21.86,0.55,4.85,1.65,2.82,8.76,60.6,60.0,62.1,69.4,57.09,75.83,75.83,82.98,unload
12,2,2,0,5,180,4948.1,73.8,21.79,0.53,5.99,1.34,4.17,11.93,65.0,60.0,62.8,73.5,58.6,78.12,78.12,85.74,unload
13,2,2,0,5,180,4947.9,81.2,22.06,0.51,5.16,2.08,3.94,19.46,61.7,60.0,60.9,78.4,59.32,78.75,78.75,85.38,unload
14,2,2,0,5,179,4915.8,89.4,22.22,0.56,5.13,2.3,4.28,26.86,61.4,60.0,62.3,85.2,58.98,78.54,78.54,85.3,unload
15,2,2,0,5,181,4979.9,96.0,22.09,0.55,5.34,2.33,4.33,33.47,59.5,60.1,62.7,92.6,59.63,79.58,79.58,85.47,unload
16,2,2,0,5,180,4950.1,104.1,21.8,0.56,6.08,2.09,4.39,41.22,62.7,60.0,59.7,98.6,60.06,79.58,79.58,85.3,unload
17,2,2,0,5,179,4924.0,111.6,21.79,0.55,7.02,1.82,5.55,47.0,64.7,60.0,66.4,107.9,59.85,80.0,80.0,84.71,unload
18,2,2,0,5,177,4865.6,120.6,22.02,0.52,6.89,2.18,5.9,55.01,65.5,60.0,66.2,117.8,60.09,79.79,79.79,84.43,unload
19,2,2,0,5,180,4956.3,126.1,22.06,0.53,6.2,2.54,5.6,61.28,61.1,60.0,62.3,119.2,61.64,81.04,81.04,84.57,unload
20,2,2,0,5,177,4861.8,135.4,21.96,0.54,7.44,3.01,6.47,68.07,58.4,60.0,62.8,128.7,59.94,80.42,80.42,83.91,unload
4,2,2,0,15,71,1951.1,59.8,23.17,1.65,2.76,1.81,0.33,3.17,47.4,60.0,4.3,60.0,22.95,30.42,30.42,33.39,unload
5,2,2,0,15,88,2418.4,60.7,23.08,1.61,3.39,1.53,0.45,3.58,58.0,60.0,5.7,60.8,28.56,37.71,37.71,41.63,unload
6,2,2,0,15,105,2885.5,61.1,23.35,1.59,2.54,0.89,1.23,4.62,58.5,60.0,60.0,66.9,33.78,45.0,45.0,49.19,unload
7,2,2,0,15,121,3321.4,62.2,23.12,1.68,3.18,0.98,0.73,5.6,60.8,60.0,9.0,64.7,39.37,51.67,51.67,56.81,unload
8,2,2,0,15,135,3717.2,64.0,22.75,1.45,3.36,0.87,1.79,6.66,58.2,60.0,61.2,69.7,43.38,57.71,57.71,63.88,unload
9,2,2,0,15,149,4101.6,65.4,23.02,1.53,4.04,1.28,2.4,6.19,60.3,60.0,60.7,70.1,48.13,63.96,63.96,70.99,unload
10,2,2,0,15,162,4454.8,67.0,23.05,1.53,4.77,1.31,2.75,6.56,62.2,60.0,60.8,63.0,52.78,70.0,70.0,77.03,unload
11,2,2,0,15,174,4787.4,69.1,22.85,1.53,4.65,1.7,2.4,8.89,59.8,60.0,21.3,69.6,56.5,75.42,75.42,82.99,unload
12,2,2,0,15,179,4932.7,74.2,22.98,1.59,5.08,1.79,3.21,12.61,62.0,60.0,61.0,73.2,58.76,77.71,77.71,84.94,unload
13,2,2,0,15,180,4947.7,81.1,23.22,1.63,5.48,1.76,4.49,17.57,62.8,60.0,65.4,75.8,59.41,78.75,78.75,85.43,unload
14,2,2,0,15,181,4976.4,88.1,23.68,1.84,5.0,1.91,3.84,25.19,61.2,60.0,60.7,87.0,60.23,79.58,79.58,85.35,unload
15,2,2,0,15,180,4955.4,96.3,22.91,1.57,5.73,1.68,4.58,32.9,63.9,60.0,62.1,92.9,59.98,79.58,79.58,85.13,unload
16,2,2,0,15,179,4926.6,104.3,23.04,1.61,5.98,1.71,5.06,40.08,62.4,60.0,65.0,102.0,59.74,79.58,79.58,84.68,unload
17,2,2,0,15,178,4898.5,112.5,22.98,1.57,6.38,2.71,5.16,46.64,62.5,60.0,63.5,104.8,59.94,79.58,79.58,84.65,unload
18,2,2,0,15,177,4873.1,120.8,23.13,1.58,6.69,2.35,4.83,55.28,62.4,60.0,42.9,116.2,59.56,79.58,79.58,84.28,unload
19,2,2,0,15,179,4922.2,127.2,22.84,1.55,6.68,2.35,6.2,60.68,61.9,60.0,63.4,118.1,60.11,80.42,80.42,84.6,unload
20,2,2,0,15,178,4893.6,134.8,23.13,1.64,7.6,3.13,6.38,66.08,61.5,60.4,63.1,124.7,61.04,80.83,80.83,83.78,unload
4,2,2,0,30,69,1893.1,61.8,25.06,3.38,4.74,0.12,0.32,3.02,58.2,3.3,6.3,62.4,22.33,30.0,30.0,32.92,unload
5,2,2,0,30,84,2308.1,62.8,24.66,3.37,4.14,1.82,0.63,3.03,60.0,60.0,6.1,60.0,28.0,37.08,37.08,40.11,unload
6,2,2,0,30,101,2777.5,63.3,24.95,3.33,3.23,0.23,1.26,5.07,57.4,7.2,60.0,60.0,33.46,43.75,43.75,48.28,unload
7,2,2,0,30,117,3219.1,64.1,24.59,3.21,3.3,1.04,1.35,5.24,59.8,60.0,60.0,66.6,37.86,50.62,50.62,55.57,unload
8,2,2,0,30,132,3632.4,65.5,24.67,3.19,3.88,0.86,1.68,5.86,59.6,60.0,60.0,62.7,42.8,56.67,56.67,63.1,unload
9,2,2,0,30,146,4014.2,66.8,24.61,3.07,3.86,1.31,1.57,6.83,61.7,60.0,14.9,61.1,47.89,63.12,63.12,69.8,unload
10,2,2,0,30,159,4372.6,68.5,24.83,3.21,4.57,1.65,1.89,7.05,62.2,60.0,18.5,60.8,51.76,68.96,68.96,75.5,unload
11,2,2,0,30,170,4672.4,71.1,24.73,3.22,4.97,1.65,3.0,8.43,61.6,60.0,65.6,77.8,55.11,73.75,73.75,80.12,unload
12,2,2,0,30,178,4894.2,74.6,24.85,3.14,4.74,1.71,3.37,11.28,61.0,60.0,63.8,73.8,58.57,77.5,77.5,84.74,unload
13,2,2,0,30,181,4976.0,80.8,24.49,3.14,5.35,1.79,3.28,17.37,62.0,60.0,63.8,79.3,59.44,78.96,78.96,85.6,unload
14,2,2,0,30,181,4974.5,88.4,24.48,3.21,5.91,1.92,4.18,23.47,62.3,60.0,30.7,84.5,59.47,79.17,79.17,85.55,unload
15,2,2,0,30,180,4949.6,96.6,24.72,3.29,6.34,2.04,4.32,30.65,63.1,60.0,32.4,92.3,59.74,79.17,79.17,85.25,unload
16,2,2,0,30,179,4921.5,104.7,24.55,3.12,6.23,2.24,4.98,38.16,60.9,60.0,65.5,101.8,59.9,79.38,79.38,85.12,unload
17,2,2,0,30,178,4890.1,112.8,24.8,3.3,6.46,1.67,5.0,46.37,63.8,60.0,61.9,104.3,59.53,79.17,79.17,84.85,unload
18,2,2,0,30,179,4927.5,119.5,24.65,3.11,7.19,2.34,6.08,50.79,62.6,60.0,64.4,112.4,59.88,80.0,80.0,84.61,unload
19,2,2,0,30,177,4873.2,128.3,25.08,3.25,6.33,2.37,5.66,60.42,62.1,60.0,59.5,119.1,59.91,80.0,80.0,83.91,unload
20,2,2,0,30,179,4918.0,134.1,24.41,3.09,7.65,2.25,6.0,65.37,66.3,60.0,48.8,126.3,61.45,81.25,81.25,83.93,unload
4,2,3,0,0,72,1977.6,58.6,21.12,0.0,2.91,4.74,0.61,0.85,60.0,61.1,7.0,48.6,23.34,30.83,30.83,22.17,scale
5,2,3,0,0,88,2422.6,60.0,21.54,0.0,4.97,1.02,0.98,2.85,62.8,60.0,8.7,60.0,28.49,37.92,37.92,27.68,scale
